TrialNumber,SpeedUpTimeCalc,TrialStart,SpeedUpTimeAct,ReactionTime
151,1.9754666446121,0,0,0
152,1.10248568926988,0,0,0
153,1.09017939177595,0,0,0
154,0.932202171892498,0,0,0
155,2.26353479118423,0,0,0
156,1.62058276306715,0,0,0
157,1.24219846278299,0,0,0
158,2.57818334307046,0,0,0
159,1.3075008971824,0,0,0
160,1.86568516219288,0,0,0
161,2.09460628817404,0,0,0
162,2.44166733263748,0,0,0
163,2.42146512385168,0,0,0
164,2.96525245170186,0,0,0
165,2.10083125434131,0,0,0
166,2.9170664870987,0,0,0
167,0.975153320951629,0,0,0
168,2.82231779092798,0,0,0
169,1.23789728861329,0,0,0
170,0.987804200957248,0,0,0
171,1.83171714648431,0,0,0
172,1.68316368497774,0,0,0
173,2.83866308457434,0,0,0
174,0.910684432837451,0,0,0
175,1.95872835119808,0,0,0
176,2.10294004049747,0,0,0
177,2.51043697126384,0,0,0
178,1.94217453902936,0,0,0
179,1.12584368620921,0,0,0
180,2.53706749622135,0,0,0
